fullVisitorId,date,products_viewed,num_products_viewed,pages_viewed,num_pages_viewed
5710379250208908569,20170731,"[Google Snapback Hat Black,Google Women's Lightweight Microfleece Jacket]",2,"[Google RFID Journal,Google Snapback Hat Black]",2
5710379250208908569,20170801,"[Android Sticker Sheet Ultra Removable,Android Hard Cover Journal,Suitcase Organizer Cubes,Waze Dress Socks,Google Flashlight,Plastic Sliding Flashlight,Android Hard Cover Journal,Google 5-Panel Snapback Cap,Google Blackout Cap,Google Flashlight,Google Stylus Pen w/ LED Light,1 oz Hand Sanitizer,Windup Android,Compact Selfie Stick,Google Sunglasses,Switch Tone Color Crayon Pen,Recycled Mouse Pad,Metal Texture Roller Pen,Ballpoint Stylus Pen,Google Men's 100% Cotton Short Sleeve Hero Tee White,Google Bib White,Android Lunch Kit,Google Device Stand,Rocket Flashlight,Keyboard DOT Sticker,Android Sticker Sheet Ultra Removable,Seat Pack Organizer,Switch Tone Color Crayon Pen,Android RFID Journal,YouTube Twill Cap,Galaxy Screen Cleaning Cloth,22 oz Android Bottle,22 oz Android Bottle,Seat Pack Organizer,Switch Tone Color Crayon Pen,YouTube Custom Decals,YouTube Custom Decals,Google Snapback Hat Black,Google 5-Panel Cap,Electronics Accessory Pouch,Google 2200mAh Micro Charger,Android Hard Cover Journal,Android Lunch Kit,Android Rise 14 oz Mug,Windup Android,Recycled Mouse Pad,8 pc Android Sticker Sheet,Android Luggage Tag,Rubber Grip Ballpoint Pen 4 Pack,Google Doodle Decal,1 oz Hand Sanitizer,Suitcase Organizer Cubes,Google Device Stand,Android 17oz Stainless Steel Sport Bottle,Android RFID Journal,Google Luggage Tag,Android Wool Heather Cap Heather/Black,Android Twill Cap,Google Car Clip Phone Holder,Android Rise 14 oz Mug,Waze Pack of 9 Decal Set,Ballpoint LED Light Pen,Google Device Holder Sticky Pad,Google Men's 100% Cotton Short Sleeve Hero Tee White,Android Lunch Kit,Android 17oz Stainless Steel Sport Bottle,Badge Holder,Android Luggage Tag,Four Color Retractable Pen,Android Sticker Sheet Ultra Removable,Suitcase Organizer Cubes,Google Laptop and Cell Phone Stickers,Google Twill Cap,Android Sticker Sheet Ultra Removable,Rocket Flashlight,Google Kick Ball,Android RFID Journal,Google Laptop and Cell Phone Stickers,8 pc Android Sticker Sheet,Android Wool Heather Cap Heather/Black,Windup Android,Google Doodle Decal,Google 4400mAh Power Bank,Galaxy Screen Cleaning Cloth,SPF-15 Slim & Slender Lip Balm,Seat Pack Organizer,Keyboard DOT Sticker,Colored Pencil Set,Google Men's 100% Cotton Short Sleeve Hero Tee White,Android Sticker Sheet Ultra Removable,Waze Pack of 9 Decal Set,Maze Pen,Android Hard Cover Journal,1 oz Hand Sanitizer,Keyboard DOT Sticker,Google Bib Red,Basecamp Explorer Powerbank Flashlight,Plastic Sliding Flashlight,Android RFID Journal,Satin Black Ballpoint Pen,Switch Tone Color Crayon Pen,Micro Wireless Earbud,Android Wool Heather Cap Heather/Black,Windup Android,Pen Pencil & Highlighter Set,8 pc Android Sticker Sheet,Basecamp Explorer Powerbank Flashlight,Android Luggage Tag,Gunmetal Roller Ball Pen]",109,"[Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Apparel | Google Merchandise Store,Accessories | Google Merchandise Store,Accessories | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Apparel | Google Merchandise Store,Apparel | Google Merchandise Store,Electronics | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Accessories | Google Merchandise Store,Accessories | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Accessories | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Apparel | Google Merchandise Store,Apparel | Google Merchandise Store,Accessories | Google Merchandise Store,Accessories | Google Merchandise Store,Accessories | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Apparel | Google Merchandise Store,Accessories | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Apparel | Google Merchandise Store,Apparel | Google Merchandise Store,Electronics | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Other | Office | Google Merchandise Store,Office | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Apparel | Google Merchandise Store,Apparel | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Other | Office | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Apparel | Google Merchandise Store,Accessories | Google Merchandise Store,Electronics | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Accessories | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Office | Google Merchandise Store,Electronics | Google Merchandise Store,Other | Office | Google Merchandise Store,Fun | Accessories | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Office | Google Merchandise Store,Apparel | Google Merchandise Store,Accessories | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store,Office | Google Merchandise Store,Electronics | Google Merchandise Store,Shop by Brand | Google Merchandise Store,Writing Instruments | Office | Google Merchandise Store]",109
